"month","Argentina","Australia","Belgium","Brazil","Canada","Switzerland","Chile","China","Colombia","Germany","Denmark","Egypt","Spain","Finland","France","United_Kingdom","Hong_Kong","Hungary","Indonesia","India","Israel","Italy","Japan","South_Korea","Mexico","Malaysia","Netherlands","Norway","Peru","Philippines","Poland","Portugal","Russia","Saudi_Arabia","Sweden","Thailand","Tunisia","Turkiye","Taiwan","Ukraine","United_States","Venezuela","Viet_Nam","South_Africa"
"1933-10-01 00:00:00",0.05,0.04,0.07,0.06,0.03,0.08,0.03,0.12,0.02,0.68,0.01,0.03,0.05,0.01,0.5,0.61,0.0,0.01,0.0,0.05,0.03,0.23,0.22,0.01,0.04,0.01,0.06,0.03,0.02,0.0,0.1,0.0,0.22,0.0,0.03,0.12,0.01,0.03,0.0,0.01,1.69,0.0,0.0,0.01
"1933-11-01 00:00:00",0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.23,0.02,0.33,0.01,0.0,0.04,0.02,0.31,0.31,0.0,0.01,0.0,0.03,0.0,0.15,0.24,0.01,0.03,0.0,0.02,0.0,0.03,0.02,0.08,0.0,0.27,0.0,0.02,0.02,0.0,0.03,0.02,0.0,1.27,0.01,0.0,0.01
"1933-12-01 00:00:00",0.16,0.01,0.04,0.11,0.06,0.02,0.14,0.25,0.05,0.42,0.01,0.0,0.15,0.01,0.37,0.38,0.02,0.02,0.0,0.02,0.0,0.2,0.24,0.0,0.1,0.0,0.03,0.0,0.09,0.02,0.06,0.02,0.19,0.0,0.01,0.01,0.01,0.03,0.0,0.02,1.27,0.01,0.0,0.0
"1934-01-01 00:00:00",0.12,0.01,0.02,0.05,0.03,0.03,0.04,0.29,0.01,0.36,0.01,0.01,0.06,0.01,0.35,0.42,0.0,0.02,0.0,0.06,0.0,0.23,0.35,0.01,0.01,0.0,0.03,0.0,0.03,0.02,0.07,0.0,0.29,0.0,0.01,0.0,0.0,0.02,0.01,0.03,1.3,0.0,0.0,0.0
"1934-02-01 00:00:00",0.07,0.02,0.08,0.01,0.06,0.03,0.01,0.14,0.0,0.5,0.02,0.0,0.16,0.0,0.49,0.34,0.0,0.12,0.0,0.05,0.0,0.33,0.2,0.0,0.02,0.0,0.02,0.01,0.01,0.03,0.08,0.0,0.28,0.0,0.04,0.02,0.0,0.04,0.0,0.01,1.54,0.0,0.0,0.02
"1934-03-01 00:00:00",0.04,0.0,0.07,0.03,0.05,0.02,0.02,0.08,0.02,0.42,0.01,0.01,0.07,0.02,0.43,0.43,0.0,0.09,0.0,0.04,0.0,0.22,0.23,0.02,0.03,0.0,0.02,0.01,0.01,0.01,0.06,0.0,0.23,0.0,0.02,0.09,0.01,0.04,0.0,0.0,1.48,0.01,0.0,0.0
"1934-04-01 00:00:00",0.07,0.03,0.07,0.02,0.04,0.09,0.04,0.18,0.03,0.41,0.02,0.02,0.12,0.02,0.46,0.44,0.01,0.02,0.0,0.08,0.01,0.22,0.28,0.02,0.03,0.01,0.1,0.02,0.05,0.05,0.08,0.01,0.3,0.0,0.02,0.02,0.01,0.04,0.02,0.0,1.34,0.0,0.01,0.01
"1934-05-01 00:00:00",0.3,0.08,0.12,0.19,0.19,0.08,0.23,0.23,0.05,0.52,0.04,0.05,0.15,0.06,0.59,0.77,0.0,0.03,0.0,0.08,0.0,0.29,0.4,0.02,0.08,0.0,0.07,0.01,0.18,0.02,0.09,0.03,0.36,0.05,0.03,0.03,0.0,0.07,0.0,0.02,2.05,0.02,0.01,0.0
"1934-06-01 00:00:00",0.03,0.03,0.05,0.01,0.02,0.06,0.03,0.06,0.03,0.44,0.01,0.0,0.07,0.01,0.39,0.35,0.0,0.03,0.0,0.09,0.01,0.17,0.17,0.02,0.04,0.0,0.03,0.0,0.03,0.02,0.11,0.02,0.19,0.0,0.04,0.01,0.0,0.03,0.01,0.01,1.56,0.0,0.0,0.01
"1934-07-01 00:00:00",0.1,0.07,0.02,0.05,0.03,0.1,0.07,0.1,0.03,0.88,0.03,0.02,0.08,0.02,0.61,0.55,0.01,0.04,0.01,0.05,0.0,0.45,0.15,0.01,0.02,0.01,0.06,0.0,0.02,0.0,0.1,0.01,0.35,0.0,0.01,0.04,0.0,0.03,0.01,0.01,2.37,0.0,0.0,0.01
"1934-08-01 00:00:00",0.09,0.04,0.08,0.02,0.04,0.04,0.06,0.11,0.01,0.49,0.02,0.02,0.03,0.01,0.33,0.36,0.01,0.04,0.0,0.07,0.01,0.27,0.16,0.02,0.0,0.01,0.07,0.03,0.04,0.02,0.11,0.0,0.13,0.0,0.04,0.04,0.01,0.03,0.01,0.01,1.54,0.0,0.0,0.02
"1934-09-01 00:00:00",0.17,0.02,0.09,0.1,0.07,0.1,0.04,0.14,0.06,0.64,0.0,0.01,0.16,0.02,0.5,0.53,0.01,0.04,0.0,0.1,0.02,0.34,0.24,0.0,0.05,0.0,0.11,0.01,0.07,0.01,0.13,0.06,0.29,0.0,0.04,0.02,0.01,0.09,0.0,0.0,1.97,0.01,0.0,0.0
"1934-10-01 00:00:00",0.02,0.02,0.05,0.01,0.06,0.05,0.0,0.14,0.01,0.28,0.02,0.01,0.3,0.0,0.44,0.33,0.0,0.08,0.01,0.03,0.0,0.23,0.18,0.01,0.09,0.01,0.02,0.01,0.01,0.03,0.01,0.03,0.18,0.0,0.02,0.07,0.0,0.03,0.0,0.0,1.39,0.0,0.0,0.03
"1934-11-01 00:00:00",0.12,0.02,0.03,0.09,0.05,0.06,0.04,0.19,0.02,0.37,0.02,0.02,0.08,0.0,0.43,0.43,0.0,0.09,0.0,0.03,0.0,0.28,0.28,0.0,0.09,0.0,0.02,0.0,0.02,0.03,0.05,0.01,0.21,0.0,0.03,0.02,0.0,0.09,0.0,0.0,1.54,0.02,0.01,0.01
"1934-12-01 00:00:00",0.12,0.02,0.06,0.03,0.08,0.03,0.05,0.2,0.01,0.44,0.0,0.03,0.09,0.03,0.63,0.61,0.0,0.3,0.0,0.13,0.03,0.37,0.25,0.01,0.03,0.0,0.13,0.04,0.03,0.06,0.08,0.0,0.28,0.0,0.07,0.04,0.01,0.07,0.01,0.02,2.01,0.0,0.0,0.0
"1935-01-01 00:00:00",0.1,0.02,0.03,0.06,0.03,0.05,0.01,0.21,0.03,0.45,0.0,0.0,0.03,0.03,0.44,0.38,0.0,0.07,0.0,0.07,0.0,0.27,0.31,0.0,0.09,0.0,0.07,0.0,0.03,0.0,0.1,0.0,0.24,0.0,0.03,0.03,0.01,0.03,0.0,0.0,1.42,0.0,0.0,0.02
"1935-02-01 00:00:00",0.07,0.01,0.12,0.06,0.07,0.06,0.01,0.1,0.0,0.48,0.02,0.03,0.03,0.03,0.57,0.62,0.0,0.03,0.0,0.05,0.0,0.64,0.27,0.01,0.08,0.01,0.05,0.0,0.01,0.02,0.09,0.02,0.25,0.0,0.04,0.03,0.03,0.05,0.0,0.04,1.54,0.0,0.01,0.03
"1935-03-01 00:00:00",0.11,0.01,0.19,0.07,0.01,0.06,0.1,0.11,0.01,1.06,0.02,0.04,0.08,0.02,0.87,0.9,0.0,0.09,0.0,0.11,0.0,0.75,0.29,0.0,0.11,0.0,0.09,0.0,0.07,0.04,0.23,0.02,0.54,0.0,0.02,0.11,0.0,0.15,0.0,0.01,2.23,0.03,0.01,0.02
"1935-04-01 00:00:00",0.06,0.03,0.08,0.03,0.05,0.13,0.08,0.1,0.02,0.85,0.05,0.03,0.1,0.02,0.74,0.85,0.0,0.1,0.0,0.06,0.0,0.67,0.17,0.0,0.1,0.0,0.06,0.0,0.07,0.02,0.31,0.02,0.49,0.0,0.0,0.08,0.01,0.09,0.01,0.0,1.87,0.0,0.01,0.0
"1935-05-01 00:00:00",0.03,0.0,0.03,0.03,0.05,0.02,0.02,0.14,0.0,0.46,0.01,0.03,0.07,0.01,0.54,0.52,0.0,0.04,0.0,0.05,0.01,0.47,0.26,0.02,0.04,0.0,0.04,0.0,0.03,0.07,0.13,0.02,0.27,0.01,0.03,0.04,0.01,0.06,0.0,0.02,1.41,0.0,0.0,0.0
"1935-06-01 00:00:00",0.07,0.03,0.08,0.03,0.02,0.01,0.03,0.45,0.02,0.42,0.01,0.11,0.03,0.01,0.47,0.57,0.0,0.01,0.0,0.08,0.0,0.42,0.55,0.03,0.03,0.0,0.03,0.03,0.06,0.02,0.06,0.01,0.26,0.0,0.03,0.03,0.0,0.03,0.0,0.03,1.45,0.0,0.0,0.02
"1935-07-01 00:00:00",0.05,0.03,0.15,0.02,0.03,0.05,0.01,0.28,0.01,0.53,0.04,0.2,0.07,0.04,0.97,1.11,0.0,0.08,0.0,0.15,0.0,1.33,0.53,0.0,0.11,0.0,0.18,0.02,0.04,0.01,0.03,0.03,0.36,0.0,0.05,0.04,0.01,0.07,0.0,0.0,2.31,0.0,0.0,0.02
"1935-08-01 00:00:00",0.04,0.09,0.13,0.02,0.13,0.16,0.01,0.17,0.01,0.76,0.06,0.48,0.07,0.05,1.42,1.76,0.01,0.04,0.0,0.35,0.01,2.15,0.41,0.01,0.05,0.0,0.08,0.04,0.03,0.03,0.07,0.04,0.24,0.01,0.06,0.06,0.02,0.03,0.0,0.0,3.01,0.01,0.0,0.06
"1935-09-01 00:00:00",0.24,0.1,0.21,0.04,0.22,0.28,0.03,0.26,0.03,1.07,0.06,0.64,0.32,0.01,2.01,2.66,0.0,0.08,0.0,0.25,0.03,3.28,0.57,0.01,0.08,0.0,0.29,0.03,0.03,0.04,0.31,0.02,0.46,0.0,0.09,0.13,0.01,0.29,0.0,0.03,4.3,0.0,0.0,0.05
"1935-10-01 00:00:00",0.35,0.17,0.36,0.17,0.47,0.46,0.14,0.35,0.09,1.58,0.11,0.8,0.34,0.07,2.96,3.55,0.0,0.32,0.0,0.42,0.06,5.3,0.81,0.0,0.2,0.0,0.52,0.11,0.08,0.04,0.26,0.13,0.53,0.0,0.14,0.22,0.01,0.32,0.01,0.0,6.26,0.05,0.01,0.2
"1935-11-01 00:00:00",0.07,0.04,0.09,0.15,0.13,0.18,0.06,0.41,0.03,0.67,0.02,0.36,0.16,0.0,1.02,1.52,0.0,0.08,0.0,0.1,0.04,2.35,0.64,0.0,0.16,0.0,0.12,0.0,0.0,0.08,0.08,0.06,0.32,0.0,0.02,0.08,0.02,0.06,0.01,0.01,3.21,0.02,0.0,0.01
"1935-12-01 00:00:00",0.09,0.04,0.08,0.09,0.15,0.18,0.04,0.55,0.04,0.64,0.03,0.28,0.25,0.02,1.6,1.87,0.01,0.03,0.01,0.14,0.02,2.24,0.69,0.0,0.21,0.0,0.07,0.02,0.04,0.06,0.07,0.07,0.44,0.0,0.02,0.1,0.01,0.22,0.01,0.0,3.29,0.06,0.0,0.03
"1936-01-01 00:00:00",0.05,0.01,0.09,0.08,0.06,0.05,0.04,0.22,0.01,0.56,0.03,0.22,0.15,0.03,0.84,1.25,0.0,0.02,0.0,0.09,0.0,1.59,0.44,0.0,0.03,0.0,0.06,0.01,0.03,0.06,0.04,0.01,0.48,0.0,0.22,0.05,0.02,0.16,0.0,0.0,2.52,0.03,0.0,0.0
"1936-02-01 00:00:00",0.11,0.02,0.18,0.07,0.07,0.07,0.07,0.22,0.03,0.73,0.01,0.04,0.12,0.01,0.81,1.07,0.01,0.08,0.0,0.03,0.0,1.1,0.65,0.01,0.08,0.0,0.07,0.01,0.07,0.06,0.19,0.07,0.57,0.0,0.04,0.06,0.0,0.09,0.01,0.03,2.55,0.02,0.0,0.03
"1936-03-01 00:00:00",0.07,0.11,0.94,0.05,0.09,0.1,0.07,0.19,0.01,1.91,0.11,0.05,0.19,0.04,1.96,1.91,0.0,0.12,0.0,0.08,0.01,1.74,0.35,0.02,0.08,0.0,0.17,0.04,0.02,0.02,0.27,0.06,1.06,0.0,0.05,0.06,0.0,0.12,0.01,0.01,3.07,0.0,0.01,0.02
"1936-04-01 00:00:00",0.03,0.04,0.37,0.03,0.06,0.08,0.03,0.25,0.0,0.85,0.03,0.15,0.21,0.0,1.15,1.31,0.0,0.06,0.0,0.09,0.01,1.45,0.45,0.0,0.12,0.0,0.09,0.04,0.03,0.03,0.06,0.03,0.54,0.0,0.03,0.03,0.0,0.17,0.0,0.03,2.15,0.0,0.0,0.02
"1936-05-01 00:00:00",0.07,0.0,0.1,0.03,0.02,0.05,0.07,0.2,0.01,0.48,0.05,0.25,0.13,0.05,0.85,1.08,0.0,0.06,0.0,0.15,0.14,1.15,0.37,0.01,0.07,0.0,0.06,0.04,0.04,0.02,0.02,0.01,0.26,0.0,0.06,0.03,0.01,0.09,0.01,0.0,2.09,0.01,0.0,0.01
"1936-06-01 00:00:00",0.09,0.04,0.11,0.01,0.08,0.15,0.06,0.79,0.01,0.59,0.0,0.11,0.08,0.01,0.65,1.15,0.02,0.11,0.0,0.04,0.15,0.93,0.88,0.01,0.05,0.01,0.03,0.0,0.0,0.09,0.12,0.02,0.41,0.0,0.02,0.04,0.0,0.14,0.05,0.02,2.31,0.0,0.0,0.03
"1936-07-01 00:00:00",0.05,0.04,0.28,0.01,0.06,0.17,0.02,0.33,0.02,0.74,0.02,0.08,1.18,0.05,1.28,1.3,0.01,0.07,0.0,0.06,0.11,0.68,0.36,0.0,0.07,0.13,0.07,0.05,0.01,0.04,0.2,0.18,0.43,0.0,0.08,0.06,0.01,0.16,0.0,0.02,2.64,0.01,0.0,0.05
"1936-08-01 00:00:00",0.18,0.05,0.2,0.04,0.14,0.07,0.05,0.35,0.0,1.44,0.04,0.06,3.43,0.0,2.49,1.85,0.03,0.07,0.0,0.14,0.06,1.3,0.41,0.01,0.08,0.16,0.14,0.06,0.01,0.09,0.21,0.67,1.03,0.01,0.07,0.07,0.01,0.12,0.0,0.03,4.37,0.0,0.01,0.02
"1936-09-01 00:00:00",0.2,0.04,0.08,0.03,0.05,0.04,0.04,0.27,0.03,1.06,0.05,0.1,2.64,0.05,1.71,1.13,0.0,0.13,0.0,0.05,0.06,0.73,0.35,0.0,0.07,0.08,0.08,0.05,0.04,0.02,0.18,0.55,0.62,0.01,0.04,0.05,0.0,0.06,0.0,0.05,3.65,0.0,0.01,0.02
"1936-10-01 00:00:00",0.11,0.04,0.18,0.04,0.11,0.16,0.03,0.18,0.01,0.91,0.04,0.02,2.16,0.03,1.03,1.03,0.0,0.1,0.0,0.12,0.03,0.87,0.28,0.03,0.03,0.01,0.09,0.07,0.03,0.03,0.08,0.66,1.01,0.0,0.02,0.03,0.01,0.03,0.0,0.03,2.89,0.0,0.0,0.02
"1936-11-01 00:00:00",0.25,0.02,0.13,0.1,0.06,0.03,0.08,0.38,0.02,1.24,0.02,0.03,2.11,0.07,1.23,1.26,0.0,0.08,0.0,0.07,0.01,0.99,0.66,0.0,0.14,0.02,0.03,0.07,0.04,0.03,0.18,0.21,0.88,0.0,0.01,0.08,0.0,0.04,0.01,0.02,3.36,0.01,0.0,0.01
"1936-12-01 00:00:00",0.5,0.05,0.16,0.2,0.13,0.03,0.14,0.6,0.09,1.47,0.01,0.01,1.68,0.06,1.07,1.22,0.0,0.04,0.0,0.03,0.01,0.9,0.68,0.02,0.16,0.03,0.07,0.04,0.12,0.09,0.09,0.26,0.87,0.0,0.03,0.03,0.0,0.05,0.0,0.03,3.03,0.06,0.0,0.03
"1937-01-01 00:00:00",0.11,0.02,0.12,0.02,0.11,0.02,0.02,0.29,0.01,1.23,0.03,0.06,1.64,0.01,1.21,1.24,0.0,0.02,0.01,0.09,0.02,0.93,0.39,0.02,0.15,0.11,0.07,0.07,0.02,0.02,0.09,0.23,0.73,0.0,0.04,0.05,0.01,0.14,0.0,0.01,2.75,0.0,0.0,0.01
"1937-02-01 00:00:00",0.07,0.07,0.19,0.03,0.08,0.12,0.03,0.12,0.03,1.03,0.07,0.08,1.07,0.08,0.84,1.02,0.01,0.1,0.03,0.11,0.0,0.72,0.24,0.03,0.09,0.12,0.11,0.08,0.04,0.04,0.14,0.29,0.56,0.0,0.09,0.05,0.03,0.05,0.0,0.01,2.21,0.03,0.02,0.05
"1937-03-01 00:00:00",0.05,0.04,0.12,0.04,0.08,0.11,0.02,0.19,0.01,1.13,0.05,0.08,1.48,0.04,1.02,1.15,0.0,0.04,0.01,0.11,0.02,1.21,0.3,0.01,0.12,0.09,0.17,0.02,0.03,0.02,0.05,0.14,0.54,0.0,0.04,0.02,0.04,0.04,0.0,0.04,2.43,0.01,0.01,0.04
"1937-04-01 00:00:00",0.12,0.04,0.21,0.04,0.12,0.07,0.04,0.09,0.02,0.86,0.08,0.03,1.26,0.04,1.17,1.13,0.0,0.05,0.02,0.07,0.0,0.76,0.15,0.02,0.09,0.0,0.12,0.09,0.03,0.05,0.05,0.08,0.45,0.0,0.04,0.03,0.0,0.05,0.01,0.02,2.42,0.02,0.04,0.04
"1937-05-01 00:00:00",0.03,0.04,0.12,0.05,0.09,0.04,0.03,0.04,0.02,0.59,0.01,0.05,1.12,0.03,0.84,0.79,0.0,0.07,0.0,0.05,0.01,0.57,0.07,0.0,0.08,0.0,0.07,0.03,0.01,0.02,0.06,0.03,0.25,0.0,0.03,0.03,0.01,0.03,0.01,0.01,1.95,0.0,0.01,0.03
"1937-06-01 00:00:00",0.07,0.04,0.08,0.05,0.07,0.01,0.02,0.06,0.0,1.07,0.01,0.01,1.31,0.03,1.02,0.93,0.0,0.04,0.0,0.13,0.01,0.96,0.16,0.0,0.05,0.01,0.07,0.02,0.01,0.02,0.08,0.07,0.5,0.0,0.02,0.03,0.0,0.01,0.0,0.01,2.36,0.01,0.0,0.04
"1937-07-01 00:00:00",0.05,0.03,0.06,0.02,0.34,0.03,0.01,1.35,0.01,0.86,0.02,0.07,1.19,0.03,0.93,1.27,0.0,0.03,0.02,0.11,0.08,0.78,1.6,0.19,0.05,0.0,0.06,0.04,0.01,0.06,0.04,0.11,0.68,0.01,0.04,0.05,0.02,0.03,0.05,0.01,3.19,0.0,0.01,0.05
"1937-08-01 00:00:00",0.08,0.02,0.05,0.06,0.13,0.06,0.06,1.94,0.01,0.66,0.03,0.02,1.2,0.02,1.12,1.55,0.22,0.03,0.0,0.17,0.02,0.79,1.87,0.07,0.03,0.03,0.09,0.0,0.02,0.2,0.02,0.11,0.46,0.0,0.02,0.02,0.09,0.09,0.09,0.01,3.22,0.01,0.06,0.02
"1937-09-01 00:00:00",0.09,0.1,0.1,0.06,0.14,0.22,0.06,2.22,0.05,0.94,0.0,0.14,1.6,0.02,1.56,1.88,0.24,0.05,0.01,0.14,0.05,1.1,2.17,0.05,0.06,0.02,0.16,0.04,0.01,0.14,0.04,0.08,1.03,0.0,0.03,0.07,0.02,0.15,0.07,0.01,4.18,0.0,0.04,0.03
"1937-10-01 00:00:00",0.1,0.11,0.39,0.1,0.08,0.13,0.03,1.65,0.03,0.94,0.03,0.09,1.39,0.02,1.43,1.78,0.14,0.03,0.02,0.15,0.07,1.23,1.71,0.03,0.07,0.0,0.11,0.03,0.03,0.09,0.11,0.14,0.9,0.0,0.07,0.01,0.02,0.06,0.02,0.01,3.55,0.03,0.04,0.03
"1937-11-01 00:00:00",0.07,0.09,0.66,0.08,0.12,0.06,0.01,1.31,0.01,0.85,0.08,0.06,0.98,0.03,1.27,1.28,0.16,0.06,0.01,0.11,0.06,0.8,1.49,0.04,0.08,0.0,0.18,0.06,0.01,0.04,0.12,0.1,0.61,0.0,0.04,0.06,0.01,0.03,0.0,0.01,2.83,0.05,0.13,0.06
"1937-12-01 00:00:00",0.06,0.06,0.13,0.06,0.06,0.06,0.01,1.51,0.0,0.69,0.01,0.07,0.73,0.03,0.84,1.14,0.24,0.03,0.0,0.16,0.08,0.66,1.61,0.01,0.08,0.01,0.03,0.03,0.03,0.14,0.08,0.06,0.6,0.01,0.03,0.08,0.01,0.06,0.04,0.01,2.97,0.02,0.01,0.01
"1938-01-01 00:00:00",0.06,0.05,0.14,0.1,0.1,0.1,0.07,1.07,0.03,0.81,0.04,0.05,0.77,0.04,1.13,1.11,0.17,0.07,0.03,0.14,0.01,0.56,1.13,0.07,0.05,0.0,0.12,0.04,0.04,0.06,0.12,0.12,0.64,0.01,0.1,0.06,0.02,0.05,0.01,0.03,2.63,0.04,0.12,0.04
"1938-02-01 00:00:00",0.07,0.06,0.15,0.07,0.12,0.1,0.06,1.0,0.03,1.26,0.06,0.06,1.13,0.04,1.37,1.59,0.07,0.12,0.02,0.13,0.01,1.04,1.27,0.03,0.11,0.01,0.16,0.06,0.05,0.16,0.11,0.04,0.59,0.0,0.1,0.08,0.0,0.05,0.04,0.01,3.01,0.04,0.04,0.03
"1938-03-01 00:00:00",0.07,0.1,0.29,0.08,0.2,0.26,0.03,0.67,0.04,2.1,0.04,0.09,1.3,0.1,1.72,1.84,0.09,0.18,0.02,0.17,0.03,1.56,0.89,0.03,0.13,0.0,0.23,0.04,0.03,0.05,0.66,0.11,0.73,0.0,0.06,0.14,0.02,0.03,0.04,0.02,3.54,0.02,0.02,0.05
"1938-04-01 00:00:00",0.05,0.07,0.08,0.03,0.14,0.09,0.03,0.68,0.02,0.84,0.06,0.13,1.36,0.06,1.2,1.05,0.04,0.09,0.03,0.1,0.02,0.92,0.78,0.04,0.15,0.01,0.11,0.07,0.02,0.12,0.13,0.08,0.45,0.01,0.05,0.13,0.04,0.09,0.02,0.01,2.66,0.04,0.03,0.05
"1938-05-01 00:00:00",0.05,0.04,0.16,0.06,0.17,0.15,0.03,0.78,0.02,1.4,0.05,0.01,1.41,0.02,1.58,1.56,0.07,0.22,0.03,0.09,0.03,0.98,0.85,0.01,0.3,0.0,0.17,0.04,0.02,0.05,0.26,0.08,0.61,0.0,0.05,0.1,0.05,0.04,0.05,0.04,3.27,0.04,0.05,0.05
"1938-06-01 00:00:00",0.06,0.01,0.09,0.05,0.05,0.05,0.04,0.77,0.02,1.11,0.02,0.0,1.24,0.01,1.3,1.37,0.1,0.08,0.0,0.09,0.0,0.8,0.72,0.02,0.07,0.0,0.09,0.09,0.07,0.02,0.03,0.03,0.32,0.0,0.08,0.03,0.0,0.04,0.02,0.01,2.75,0.0,0.02,0.01
"1938-07-01 00:00:00",0.07,0.08,0.05,0.08,0.09,0.03,0.06,0.72,0.03,0.91,0.03,0.04,1.1,0.01,1.17,1.3,0.1,0.08,0.01,0.06,0.08,0.8,0.85,0.11,0.09,0.01,0.14,0.03,0.06,0.02,0.09,0.07,0.57,0.0,0.05,0.03,0.0,0.06,0.02,0.03,2.53,0.03,0.06,0.01
"1938-08-01 00:00:00",0.08,0.1,0.19,0.01,0.35,0.31,0.01,0.95,0.02,1.31,0.06,0.02,1.02,0.02,1.46,1.87,0.12,0.12,0.01,0.09,0.14,0.81,1.33,0.31,0.18,0.0,0.26,0.04,0.02,0.05,0.2,0.04,1.1,0.0,0.03,0.07,0.01,0.07,0.0,0.01,3.41,0.01,0.02,0.02
"1938-09-01 00:00:00",0.27,0.25,0.52,0.16,0.68,0.6,0.1,0.77,0.06,4.59,0.1,0.22,0.96,0.11,4.11,4.29,0.12,0.89,0.04,0.17,0.08,1.78,1.0,0.03,0.23,0.0,0.64,0.07,0.17,0.07,0.99,0.04,1.74,0.0,0.2,0.19,0.03,0.13,0.0,0.12,6.84,0.04,0.04,0.11
"1938-10-01 00:00:00",0.17,0.09,0.23,0.13,0.24,0.17,0.05,0.74,0.06,2.52,0.04,0.17,0.8,0.06,2.11,2.46,0.19,0.63,0.0,0.21,0.23,1.42,0.78,0.02,0.05,0.02,0.23,0.03,0.05,0.09,0.64,0.07,0.87,0.01,0.1,0.04,0.04,0.16,0.03,0.07,4.48,0.05,0.05,0.04
"1938-11-01 00:00:00",0.1,0.06,0.14,0.05,0.17,0.07,0.06,0.56,0.02,1.07,0.07,0.04,0.66,0.02,1.1,1.19,0.1,0.17,0.01,0.1,0.11,0.61,0.64,0.03,0.09,0.0,0.13,0.05,0.14,0.05,0.13,0.06,0.41,0.02,0.05,0.01,0.0,0.03,0.0,0.07,2.32,0.03,0.04,0.05
"1938-12-01 00:00:00",0.23,0.05,0.12,0.15,0.14,0.03,0.08,0.44,0.05,1.03,0.02,0.11,0.8,0.01,1.22,1.28,0.04,0.15,0.01,0.16,0.03,0.93,0.56,0.03,0.11,0.0,0.08,0.06,0.27,0.05,0.13,0.06,0.37,0.0,0.05,0.06,0.22,0.04,0.02,0.08,2.46,0.05,0.06,0.03
"1939-01-01 00:00:00",0.1,0.08,0.1,0.08,0.17,0.1,0.06,0.71,0.06,1.61,0.05,0.15,1.78,0.01,1.82,1.69,0.06,0.14,0.03,0.11,0.04,1.45,0.97,0.03,0.11,0.01,0.2,0.05,0.13,0.12,0.12,0.12,0.44,0.02,0.04,0.05,0.18,0.06,0.02,0.1,3.83,0.04,0.08,0.04
"1939-02-01 00:00:00",0.15,0.05,0.03,0.05,0.09,0.07,0.01,0.58,0.0,1.37,0.01,0.05,1.11,0.04,1.81,1.65,0.1,0.03,0.0,0.14,0.04,1.22,0.81,0.01,0.09,0.0,0.2,0.01,0.04,0.13,0.1,0.03,0.42,0.0,0.04,0.04,0.12,0.03,0.03,0.01,3.22,0.0,0.11,0.01
"1939-03-01 00:00:00",0.08,0.12,0.16,0.09,0.17,0.2,0.08,0.5,0.02,2.14,0.02,0.19,0.77,0.05,1.79,2.03,0.06,0.73,0.03,0.17,0.07,1.24,0.66,0.01,0.14,0.0,0.22,0.04,0.04,0.05,0.69,0.07,0.79,0.0,0.08,0.05,0.16,0.09,0.01,0.54,3.64,0.01,0.05,0.05
"1939-04-01 00:00:00",0.23,0.2,0.31,0.17,0.31,0.28,0.12,0.6,0.08,2.74,0.15,0.26,0.82,0.08,2.3,2.89,0.12,0.53,0.04,0.2,0.03,2.08,0.9,0.04,0.15,0.02,0.57,0.08,0.12,0.09,1.16,0.12,0.93,0.0,0.12,0.11,0.12,0.54,0.0,0.11,4.85,0.04,0.06,0.09
"1939-05-01 00:00:00",0.07,0.09,0.12,0.06,0.18,0.09,0.05,0.33,0.02,1.32,0.04,0.14,0.31,0.11,1.29,1.55,0.06,0.07,0.02,0.16,0.08,0.86,0.5,0.01,0.06,0.01,0.16,0.05,0.02,0.04,0.78,0.05,0.74,0.03,0.12,0.07,0.1,0.21,0.0,0.06,2.85,0.03,0.05,0.04
"1939-06-01 00:00:00",0.04,0.08,0.14,0.07,0.15,0.17,0.04,1.38,0.02,1.22,0.11,0.05,0.22,0.14,1.55,2.27,0.18,0.12,0.02,0.13,0.06,0.7,1.72,0.06,0.09,0.0,0.25,0.07,0.03,0.12,0.44,0.04,0.77,0.0,0.08,0.07,0.03,0.18,0.01,0.0,3.46,0.02,0.05,0.05
"1939-07-01 00:00:00",0.04,0.03,0.18,0.08,0.1,0.12,0.0,1.19,0.0,1.72,0.01,0.08,0.21,0.05,1.71,2.31,0.11,0.12,0.01,0.1,0.04,0.86,1.64,0.02,0.12,0.01,0.2,0.04,0.02,0.06,0.69,0.01,0.9,0.0,0.03,0.08,0.01,0.15,0.01,0.0,4.11,0.0,0.05,0.03
"1939-08-01 00:00:00",0.16,0.19,0.49,0.13,0.56,0.37,0.04,0.78,0.07,3.97,0.27,0.05,0.5,0.12,3.38,3.74,0.1,0.5,0.0,0.23,0.03,2.25,1.24,0.02,0.14,0.0,0.54,0.35,0.04,0.09,2.46,0.08,1.64,0.0,0.19,0.08,0.03,0.29,0.01,0.08,5.98,0.03,0.08,0.07
"1939-09-01 00:00:00",0.46,0.75,1.36,0.4,1.75,1.0,0.2,0.74,0.14,10.14,0.83,0.22,0.96,0.59,8.07,9.58,0.09,0.92,0.02,0.78,0.04,2.77,1.36,0.0,0.4,0.0,1.56,0.7,0.24,0.2,6.14,0.25,3.99,0.0,0.92,0.19,0.03,0.72,0.0,0.77,16.14,0.05,0.04,0.34
