"Year","Economy_Label","Flow_Label","US_at_current_prices_in_millions_Value"
"1968-01-01 00:00:00","Spain","Exports",1589.0
"1968-01-01 00:00:00","Spain","Imports",3505.0
"1968-01-01 00:00:00","Sweden","Exports",4910.0
"1968-01-01 00:00:00","Sweden","Imports",5126.0
"1968-01-01 00:00:00","Switzerland","Exports",3967.0
"1968-01-01 00:00:00","Switzerland","Imports",4442.0
"1968-01-01 00:00:00","Thailand","Exports",658.0
"1968-01-01 00:00:00","Thailand","Imports",1159.0
"1968-01-01 00:00:00","Tunisia","Exports",158.0
"1968-01-01 00:00:00","Tunisia","Imports",218.0
"1968-01-01 00:00:00","Turkiye","Exports",496.0
"1968-01-01 00:00:00","Turkiye","Imports",764.0
"1968-01-01 00:00:00","Ukraine","Exports",0.0
"1968-01-01 00:00:00","Ukraine","Imports",0.0
"1968-01-01 00:00:00","United_Kingdom","Exports",15461.0
"1968-01-01 00:00:00","United_Kingdom","Imports",18960.0
"1968-01-01 00:00:00","United_States","Exports",34063.0
"1968-01-01 00:00:00","United_States","Imports",35350.0
"1968-01-01 00:00:00","Venezuela","Exports",2779.0
"1968-01-01 00:00:00","Venezuela","Imports",1665.0
"1968-01-01 00:00:00","Viet_Nam","Exports",0.0
"1968-01-01 00:00:00","Viet_Nam","Imports",0.0
"1969-01-01 00:00:00","Argentina","Exports",1612.0
"1969-01-01 00:00:00","Argentina","Imports",1576.0
"1969-01-01 00:00:00","Australia","Exports",4220.0
"1969-01-01 00:00:00","Australia","Imports",4538.0
"1969-01-01 00:00:00","Belgium","Exports",10090.0
"1969-01-01 00:00:00","Belgium","Imports",10022.0
"1969-01-01 00:00:00","Brazil","Exports",2311.0
"1969-01-01 00:00:00","Brazil","Imports",2265.0
"1969-01-01 00:00:00","Canada","Exports",14350.0
"1969-01-01 00:00:00","Canada","Imports",14019.0
"1969-01-01 00:00:00","Chile","Exports",1075.0
"1969-01-01 00:00:00","Chile","Imports",1028.0
"1969-01-01 00:00:00","China","Exports",2429.0
"1969-01-01 00:00:00","China","Imports",1917.0
"1969-01-01 00:00:00","Hong_Kong","Exports",2177.0
"1969-01-01 00:00:00","Hong_Kong","Imports",2458.0
"1969-01-01 00:00:00","Taiwan","Exports",1049.0
"1969-01-01 00:00:00","Taiwan","Imports",1216.0
"1969-01-01 00:00:00","Colombia","Exports",607.0
"1969-01-01 00:00:00","Colombia","Imports",685.0
"1969-01-01 00:00:00","Denmark","Exports",3019.0
"1969-01-01 00:00:00","Denmark","Imports",3813.0
"1969-01-01 00:00:00","Egypt","Exports",745.0
"1969-01-01 00:00:00","Egypt","Imports",638.0
"1969-01-01 00:00:00","Finland","Exports",1987.0
"1969-01-01 00:00:00","Finland","Imports",2025.0
"1969-01-01 00:00:00","France","Exports",15316.0
"1969-01-01 00:00:00","France","Imports",17798.0
"1969-01-01 00:00:00","Germany","Exports",0.0
"1969-01-01 00:00:00","Germany","Imports",0.0
"1969-01-01 00:00:00","Hungary","Exports",2084.0
"1969-01-01 00:00:00","Hungary","Imports",1928.0
"1969-01-01 00:00:00","India","Exports",1835.0
"1969-01-01 00:00:00","India","Imports",2212.0
"1969-01-01 00:00:00","Indonesia","Exports",0.0
"1969-01-01 00:00:00","Indonesia","Imports",0.0
"1969-01-01 00:00:00","Israel","Exports",729.0
"1969-01-01 00:00:00","Israel","Imports",1653.0
"1969-01-01 00:00:00","Italy","Exports",11728.0
"1969-01-01 00:00:00","Italy","Imports",12470.0
"1969-01-01 00:00:00","Japan","Exports",15990.0
"1969-01-01 00:00:00","Japan","Imports",15023.0
"1969-01-01 00:00:00","Malaysia","Exports",1651.0
"1969-01-01 00:00:00","Malaysia","Imports",1178.0
"1969-01-01 00:00:00","Mexico","Exports",1430.0
"1969-01-01 00:00:00","Mexico","Imports",2080.0
"1969-01-01 00:00:00","Netherlands","Exports",11383.0
"1969-01-01 00:00:00","Netherlands","Imports",12983.0
"1969-01-01 00:00:00","Norway","Exports",2204.0
"1969-01-01 00:00:00","Norway","Imports",2942.0
"1969-01-01 00:00:00","Peru","Exports",866.0
"1969-01-01 00:00:00","Peru","Imports",613.0
"1969-01-01 00:00:00","Philippines","Exports",854.0
"1969-01-01 00:00:00","Philippines","Imports",1265.0
"1969-01-01 00:00:00","Poland","Exports",3142.0
"1969-01-01 00:00:00","Poland","Imports",3210.0
"1969-01-01 00:00:00","Portugal","Exports",823.0
"1969-01-01 00:00:00","Portugal","Imports",1232.0
"1969-01-01 00:00:00","South_Korea","Exports",624.0
"1969-01-01 00:00:00","South_Korea","Imports",1824.0
"1969-01-01 00:00:00","Russia","Exports",0.0
"1969-01-01 00:00:00","Russia","Imports",0.0
"1969-01-01 00:00:00","Saudi_Arabia","Exports",2053.0
"1969-01-01 00:00:00","Saudi_Arabia","Imports",735.0
"1969-01-01 00:00:00","South_Africa","Exports",3357.0
"1969-01-01 00:00:00","South_Africa","Imports",3189.0
"1969-01-01 00:00:00","Spain","Exports",1900.0
"1969-01-01 00:00:00","Spain","Imports",4233.0
"1969-01-01 00:00:00","Sweden","Exports",5695.0
"1969-01-01 00:00:00","Sweden","Imports",5909.0
"1969-01-01 00:00:00","Switzerland","Exports",4576.0
"1969-01-01 00:00:00","Switzerland","Imports",5199.0
"1969-01-01 00:00:00","Thailand","Exports",707.0
"1969-01-01 00:00:00","Thailand","Imports",1248.0
"1969-01-01 00:00:00","Tunisia","Exports",166.0
"1969-01-01 00:00:00","Tunisia","Imports",266.0
"1969-01-01 00:00:00","Turkiye","Exports",537.0
"1969-01-01 00:00:00","Turkiye","Imports",801.0
"1969-01-01 00:00:00","Ukraine","Exports",0.0
"1969-01-01 00:00:00","Ukraine","Imports",0.0
"1969-01-01 00:00:00","United_Kingdom","Exports",17645.0
"1969-01-01 00:00:00","United_Kingdom","Imports",19961.0
"1969-01-01 00:00:00","United_States","Exports",37332.0
"1969-01-01 00:00:00","United_States","Imports",38312.0
"1969-01-01 00:00:00","Venezuela","Exports",3083.0
"1969-01-01 00:00:00","Venezuela","Imports",1720.0
"1969-01-01 00:00:00","Viet_Nam","Exports",0.0
"1969-01-01 00:00:00","Viet_Nam","Imports",0.0
"1970-01-01 00:00:00","Argentina","Exports",1773.0
"1970-01-01 00:00:00","Argentina","Imports",1694.0
"1970-01-01 00:00:00","Australia","Exports",4770.0
"1970-01-01 00:00:00","Australia","Imports",5056.0
"1970-01-01 00:00:00","Belgium","Exports",11600.0
"1970-01-01 00:00:00","Belgium","Imports",11412.0
"1970-01-01 00:00:00","Brazil","Exports",2739.0
"1970-01-01 00:00:00","Brazil","Imports",2849.0
"1970-01-01 00:00:00","Canada","Exports",16787.0
"1970-01-01 00:00:00","Canada","Imports",14286.0
"1970-01-01 00:00:00","Chile","Exports",1249.0
"1970-01-01 00:00:00","Chile","Imports",1063.0
"1970-01-01 00:00:00","China","Exports",2307.0
"1970-01-01 00:00:00","China","Imports",2279.0
"1970-01-01 00:00:00","Hong_Kong","Exports",2515.0
"1970-01-01 00:00:00","Hong_Kong","Imports",2905.0
"1970-01-01 00:00:00","Taiwan","Exports",1428.0
"1970-01-01 00:00:00","Taiwan","Imports",1528.0
"1970-01-01 00:00:00","Colombia","Exports",727.0
"1970-01-01 00:00:00","Colombia","Imports",843.0
"1970-01-01 00:00:00","Denmark","Exports",3356.0
"1970-01-01 00:00:00","Denmark","Imports",4407.0
"1970-01-01 00:00:00","Egypt","Exports",762.0
"1970-01-01 00:00:00","Egypt","Imports",787.0
"1970-01-01 00:00:00","Finland","Exports",2306.0
"1970-01-01 00:00:00","Finland","Imports",2638.0
"1970-01-01 00:00:00","France","Exports",18221.0
"1970-01-01 00:00:00","France","Imports",19611.0
"1970-01-01 00:00:00","Germany","Exports",0.0
"1970-01-01 00:00:00","Germany","Imports",0.0
"1970-01-01 00:00:00","Hungary","Exports",1726.0
"1970-01-01 00:00:00","Hungary","Imports",1877.0
"1970-01-01 00:00:00","India","Exports",2026.0
"1970-01-01 00:00:00","India","Imports",2124.0
"1970-01-01 00:00:00","Indonesia","Exports",0.0
"1970-01-01 00:00:00","Indonesia","Imports",0.0
"1970-01-01 00:00:00","Israel","Exports",779.0
"1970-01-01 00:00:00","Israel","Imports",2079.0
"1970-01-01 00:00:00","Italy","Exports",13205.0
"1970-01-01 00:00:00","Italy","Imports",14974.0
"1970-01-01 00:00:00","Japan","Exports",19318.0
"1970-01-01 00:00:00","Japan","Imports",18881.0
"1970-01-01 00:00:00","Malaysia","Exports",1687.0
"1970-01-01 00:00:00","Malaysia","Imports",1401.0
"1970-01-01 00:00:00","Mexico","Exports",1402.0
"1970-01-01 00:00:00","Mexico","Imports",2461.0
"1970-01-01 00:00:00","Netherlands","Exports",13355.0
"1970-01-01 00:00:00","Netherlands","Imports",15688.0
"1970-01-01 00:00:00","Norway","Exports",2457.0
"1970-01-01 00:00:00","Norway","Imports",3702.0
"1970-01-01 00:00:00","Peru","Exports",1048.0
"1970-01-01 00:00:00","Peru","Imports",623.0
"1970-01-01 00:00:00","Philippines","Exports",1041.0
"1970-01-01 00:00:00","Philippines","Imports",1236.0
"1970-01-01 00:00:00","Poland","Exports",3548.0
"1970-01-01 00:00:00","Poland","Imports",3608.0
"1970-01-01 00:00:00","Portugal","Exports",946.0
"1970-01-01 00:00:00","Portugal","Imports",1556.0
"1970-01-01 00:00:00","South_Korea","Exports",836.0
"1970-01-01 00:00:00","South_Korea","Imports",1984.0
"1970-01-01 00:00:00","Russia","Exports",0.0
"1970-01-01 00:00:00","Russia","Imports",0.0
"1970-01-01 00:00:00","Saudi_Arabia","Exports",2371.0
"1970-01-01 00:00:00","Saudi_Arabia","Imports",693.0
"1970-01-01 00:00:00","South_Africa","Exports",3344.0
"1970-01-01 00:00:00","South_Africa","Imports",3843.0
"1970-01-01 00:00:00","Spain","Exports",2388.0
"1970-01-01 00:00:00","Spain","Imports",4747.0
"1970-01-01 00:00:00","Sweden","Exports",6795.0
"1970-01-01 00:00:00","Sweden","Imports",7007.0
"1970-01-01 00:00:00","Switzerland","Exports",5063.0
"1970-01-01 00:00:00","Switzerland","Imports",6374.0
"1970-01-01 00:00:00","Thailand","Exports",710.0
"1970-01-01 00:00:00","Thailand","Imports",1299.0
"1970-01-01 00:00:00","Tunisia","Exports",182.0
"1970-01-01 00:00:00","Tunisia","Imports",306.0
"1970-01-01 00:00:00","Turkiye","Exports",588.0
"1970-01-01 00:00:00","Turkiye","Imports",948.0
"1970-01-01 00:00:00","Ukraine","Exports",0.0
"1970-01-01 00:00:00","Ukraine","Imports",0.0
"1970-01-01 00:00:00","United_Kingdom","Exports",19430.0
"1970-01-01 00:00:00","United_Kingdom","Imports",21871.0
"1970-01-01 00:00:00","United_States","Exports",43225.0
"1970-01-01 00:00:00","United_States","Imports",42428.0
"1970-01-01 00:00:00","Venezuela","Exports",3169.0
"1970-01-01 00:00:00","Venezuela","Imports",1869.0
"1970-01-01 00:00:00","Viet_Nam","Exports",0.0
"1970-01-01 00:00:00","Viet_Nam","Imports",0.0
"1971-01-01 00:00:00","Argentina","Exports",1740.0
"1971-01-01 00:00:00","Argentina","Imports",1868.0
"1971-01-01 00:00:00","Australia","Exports",5213.0
"1971-01-01 00:00:00","Australia","Imports",5228.0
"1971-01-01 00:00:00","Belgium","Exports",12726.0
"1971-01-01 00:00:00","Belgium","Imports",12900.0
"1971-01-01 00:00:00","Brazil","Exports",2904.0
"1971-01-01 00:00:00","Brazil","Imports",3701.0
"1971-01-01 00:00:00","Canada","Exports",18374.0
"1971-01-01 00:00:00","Canada","Imports",16472.0
"1971-01-01 00:00:00","Chile","Exports",997.0
"1971-01-01 00:00:00","Chile","Imports",1109.0
"1971-01-01 00:00:00","China","Exports",2783.0
"1971-01-01 00:00:00","China","Imports",2129.0
"1971-01-01 00:00:00","Hong_Kong","Exports",2875.0
"1971-01-01 00:00:00","Hong_Kong","Imports",3391.0
"1971-01-01 00:00:00","Taiwan","Exports",1998.0
"1971-01-01 00:00:00","Taiwan","Imports",1849.0
"1971-01-01 00:00:00","Colombia","Exports",686.0
"1971-01-01 00:00:00","Colombia","Imports",929.0
"1971-01-01 00:00:00","Denmark","Exports",3680.0
"1971-01-01 00:00:00","Denmark","Imports",4608.0
"1971-01-01 00:00:00","Egypt","Exports",789.0
"1971-01-01 00:00:00","Egypt","Imports",920.0
"1971-01-01 00:00:00","Finland","Exports",2367.0
"1971-01-01 00:00:00","Finland","Imports",2807.0
"1971-01-01 00:00:00","France","Exports",20933.0
"1971-01-01 00:00:00","France","Imports",21847.0
"1971-01-01 00:00:00","Germany","Exports",0.0
"1971-01-01 00:00:00","Germany","Imports",0.0
"1971-01-01 00:00:00","Hungary","Exports",1847.0
"1971-01-01 00:00:00","Hungary","Imports",2248.0
"1971-01-01 00:00:00","India","Exports",2036.0
"1971-01-01 00:00:00","India","Imports",2424.0
"1971-01-01 00:00:00","Indonesia","Exports",0.0
"1971-01-01 00:00:00","Indonesia","Imports",0.0
"1971-01-01 00:00:00","Israel","Exports",958.0
"1971-01-01 00:00:00","Israel","Imports",2363.0
"1971-01-01 00:00:00","Italy","Exports",15105.0
"1971-01-01 00:00:00","Italy","Imports",15969.0
"1971-01-01 00:00:00","Japan","Exports",23995.0
"1971-01-01 00:00:00","Japan","Imports",19712.0
"1971-01-01 00:00:00","Malaysia","Exports",1644.0
"1971-01-01 00:00:00","Malaysia","Imports",1447.0
"1971-01-01 00:00:00","Mexico","Exports",1504.0
"1971-01-01 00:00:00","Mexico","Imports",2407.0
"1971-01-01 00:00:00","Netherlands","Exports",15773.0
"1971-01-01 00:00:00","Netherlands","Imports",17867.0
"1971-01-01 00:00:00","Norway","Exports",2555.0
"1971-01-01 00:00:00","Norway","Imports",4075.0
"1971-01-01 00:00:00","Peru","Exports",893.0
"1971-01-01 00:00:00","Peru","Imports",763.0
"1971-01-01 00:00:00","Philippines","Exports",1098.0
"1971-01-01 00:00:00","Philippines","Imports",1325.0
"1971-01-01 00:00:00","Poland","Exports",3872.0
"1971-01-01 00:00:00","Poland","Imports",4038.0
"1971-01-01 00:00:00","Portugal","Exports",1049.0
"1971-01-01 00:00:00","Portugal","Imports",1803.0
"1971-01-01 00:00:00","South_Korea","Exports",1067.0
"1971-01-01 00:00:00","South_Korea","Imports",2394.0
"1971-01-01 00:00:00","Russia","Exports",0.0
"1971-01-01 00:00:00","Russia","Imports",0.0
"1971-01-01 00:00:00","Saudi_Arabia","Exports",3850.0
"1971-01-01 00:00:00","Saudi_Arabia","Imports",808.0
"1971-01-01 00:00:00","South_Africa","Exports",3483.0
"1971-01-01 00:00:00","South_Africa","Imports",4364.0
"1971-01-01 00:00:00","Spain","Exports",2964.0
"1971-01-01 00:00:00","Spain","Imports",5009.0
"1971-01-01 00:00:00","Sweden","Exports",7463.0
"1971-01-01 00:00:00","Sweden","Imports",7067.0
"1971-01-01 00:00:00","Switzerland","Exports",5738.0
"1971-01-01 00:00:00","Switzerland","Imports",7191.0
"1971-01-01 00:00:00","Thailand","Exports",831.0
"1971-01-01 00:00:00","Thailand","Imports",1288.0
"1971-01-01 00:00:00","Tunisia","Exports",217.0
"1971-01-01 00:00:00","Tunisia","Imports",345.0
"1971-01-01 00:00:00","Turkiye","Exports",677.0
"1971-01-01 00:00:00","Turkiye","Imports",1171.0
"1971-01-01 00:00:00","Ukraine","Exports",0.0
"1971-01-01 00:00:00","Ukraine","Imports",0.0
"1971-01-01 00:00:00","United_Kingdom","Exports",22098.0
"1971-01-01 00:00:00","United_Kingdom","Imports",23858.0
"1971-01-01 00:00:00","United_States","Exports",43549.0
"1971-01-01 00:00:00","United_States","Imports",48342.0
"1971-01-01 00:00:00","Venezuela","Exports",3124.0
"1971-01-01 00:00:00","Venezuela","Imports",2103.0
"1971-01-01 00:00:00","Viet_Nam","Exports",0.0
"1971-01-01 00:00:00","Viet_Nam","Imports",0.0
"1972-01-01 00:00:00","Argentina","Exports",1941.0
"1972-01-01 00:00:00","Argentina","Imports",1905.0
"1972-01-01 00:00:00","Australia","Exports",6461.0
"1972-01-01 00:00:00","Australia","Imports",5028.0
"1972-01-01 00:00:00","Belgium","Exports",16152.0
"1972-01-01 00:00:00","Belgium","Imports",15490.0
"1972-01-01 00:00:00","Brazil","Exports",3991.0
"1972-01-01 00:00:00","Brazil","Imports",4783.0
"1972-01-01 00:00:00","Canada","Exports",21185.0
"1972-01-01 00:00:00","Canada","Imports",20038.0
"1972-01-01 00:00:00","Chile","Exports",855.0
"1972-01-01 00:00:00","Chile","Imports",1086.0
"1972-01-01 00:00:00","China","Exports",3693.0
"1972-01-01 00:00:00","China","Imports",2851.0
"1972-01-01 00:00:00","Hong_Kong","Exports",3436.0
"1972-01-01 00:00:00","Hong_Kong","Imports",3856.0
"1972-01-01 00:00:00","Taiwan","Exports",2914.0
"1972-01-01 00:00:00","Taiwan","Imports",2518.0
"1972-01-01 00:00:00","Colombia","Exports",808.0
"1972-01-01 00:00:00","Colombia","Imports",859.0
"1972-01-01 00:00:00","Denmark","Exports",4432.0
"1972-01-01 00:00:00","Denmark","Imports",5087.0
"1972-01-01 00:00:00","Egypt","Exports",825.0
"1972-01-01 00:00:00","Egypt","Imports",899.0
"1972-01-01 00:00:00","Finland","Exports",2913.0
"1972-01-01 00:00:00","Finland","Imports",3165.0
"1972-01-01 00:00:00","France","Exports",26589.0
"1972-01-01 00:00:00","France","Imports",27564.0
"1972-01-01 00:00:00","Germany","Exports",0.0
"1972-01-01 00:00:00","Germany","Imports",0.0
"1972-01-01 00:00:00","Hungary","Exports",2403.0
"1972-01-01 00:00:00","Hungary","Imports",2356.0
"1972-01-01 00:00:00","India","Exports",2448.0
"1972-01-01 00:00:00","India","Imports",2223.0
"1972-01-01 00:00:00","Indonesia","Exports",0.0
"1972-01-01 00:00:00","Indonesia","Imports",0.0
"1972-01-01 00:00:00","Israel","Exports",1147.0
"1972-01-01 00:00:00","Israel","Imports",2473.0
"1972-01-01 00:00:00","Italy","Exports",18609.0
"1972-01-01 00:00:00","Italy","Imports",19319.0
"1972-01-01 00:00:00","Japan","Exports",29088.0
"1972-01-01 00:00:00","Japan","Imports",23863.0
"1972-01-01 00:00:00","Malaysia","Exports",1722.0
"1972-01-01 00:00:00","Malaysia","Imports",1611.0
"1972-01-01 00:00:00","Mexico","Exports",1694.0
"1972-01-01 00:00:00","Mexico","Imports",2718.0
"1972-01-01 00:00:00","Netherlands","Exports",19154.0
"1972-01-01 00:00:00","Netherlands","Imports",20667.0
"1972-01-01 00:00:00","Norway","Exports",3283.0
"1972-01-01 00:00:00","Norway","Imports",4373.0
"1972-01-01 00:00:00","Peru","Exports",944.0
"1972-01-01 00:00:00","Peru","Imports",796.0
"1972-01-01 00:00:00","Philippines","Exports",1100.0
"1972-01-01 00:00:00","Philippines","Imports",1418.0
"1972-01-01 00:00:00","Poland","Exports",4927.0
"1972-01-01 00:00:00","Poland","Imports",5335.0
"1972-01-01 00:00:00","Portugal","Exports",1298.0
"1972-01-01 00:00:00","Portugal","Imports",2204.0
"1972-01-01 00:00:00","South_Korea","Exports",1625.0
"1972-01-01 00:00:00","South_Korea","Imports",2522.0
"1972-01-01 00:00:00","Russia","Exports",0.0
"1972-01-01 00:00:00","Russia","Imports",0.0
"1972-01-01 00:00:00","Saudi_Arabia","Exports",5491.0
"1972-01-01 00:00:00","Saudi_Arabia","Imports",1136.0
"1972-01-01 00:00:00","South_Africa","Exports",4108.0
"1972-01-01 00:00:00","South_Africa","Imports",3948.0
"1972-01-01 00:00:00","Spain","Exports",3817.0
"1972-01-01 00:00:00","Spain","Imports",6829.0
"1972-01-01 00:00:00","Sweden","Exports",8769.0
"1972-01-01 00:00:00","Sweden","Imports",8110.0
"1972-01-01 00:00:00","Switzerland","Exports",6842.0
"1972-01-01 00:00:00","Switzerland","Imports",8468.0
"1972-01-01 00:00:00","Thailand","Exports",1081.0
"1972-01-01 00:00:00","Thailand","Imports",1484.0
"1972-01-01 00:00:00","Tunisia","Exports",315.0
"1972-01-01 00:00:00","Tunisia","Imports",466.0
"1972-01-01 00:00:00","Turkiye","Exports",885.0
"1972-01-01 00:00:00","Turkiye","Imports",1563.0
"1972-01-01 00:00:00","Ukraine","Exports",0.0
"1972-01-01 00:00:00","Ukraine","Imports",0.0
"1972-01-01 00:00:00","United_Kingdom","Exports",23985.0
"1972-01-01 00:00:00","United_Kingdom","Imports",27661.0
"1972-01-01 00:00:00","United_States","Exports",49199.0
"1972-01-01 00:00:00","United_States","Imports",58862.0
"1972-01-01 00:00:00","Venezuela","Exports",3166.0
"1972-01-01 00:00:00","Venezuela","Imports",2463.0
"1972-01-01 00:00:00","Viet_Nam","Exports",0.0
"1972-01-01 00:00:00","Viet_Nam","Imports",0.0
"1973-01-01 00:00:00","Argentina","Exports",3266.0
"1973-01-01 00:00:00","Argentina","Imports",2241.0
"1973-01-01 00:00:00","Australia","Exports",9559.0
"1973-01-01 00:00:00","Australia","Imports",7393.0
"1973-01-01 00:00:00","Belgium","Exports",22455.0
"1973-01-01 00:00:00","Belgium","Imports",22075.0
"1973-01-01 00:00:00","Brazil","Exports",6199.0
"1973-01-01 00:00:00","Brazil","Imports",6999.0
"1973-01-01 00:00:00","Canada","Exports",26437.0
"1973-01-01 00:00:00","Canada","Imports",24713.0
"1973-01-01 00:00:00","Chile","Exports",1231.0
"1973-01-01 00:00:00","Chile","Imports",1290.0
"1973-01-01 00:00:00","China","Exports",5876.0
"1973-01-01 00:00:00","China","Imports",5208.0
"1973-01-01 00:00:00","Hong_Kong","Exports",5071.0
"1973-01-01 00:00:00","Hong_Kong","Imports",5655.0
"1973-01-01 00:00:00","Taiwan","Exports",4383.0
"1973-01-01 00:00:00","Taiwan","Imports",3801.0
"1973-01-01 00:00:00","Colombia","Exports",1169.0
"1973-01-01 00:00:00","Colombia","Imports",1062.0
"1973-01-01 00:00:00","Denmark","Exports",6248.0
"1973-01-01 00:00:00","Denmark","Imports",7802.0
"1973-01-01 00:00:00","Egypt","Exports",1121.0
"1973-01-01 00:00:00","Egypt","Imports",915.0
"1973-01-01 00:00:00","Finland","Exports",3837.0
"1973-01-01 00:00:00","Finland","Imports",4341.0
"1973-01-01 00:00:00","France","Exports",36876.0
"1973-01-01 00:00:00","France","Imports",38547.0
"1973-01-01 00:00:00","Germany","Exports",0.0
"1973-01-01 00:00:00","Germany","Imports",0.0
"1973-01-01 00:00:00","Hungary","Exports",3354.0
"1973-01-01 00:00:00","Hungary","Imports",3018.0
"1973-01-01 00:00:00","India","Exports",2917.0
"1973-01-01 00:00:00","India","Imports",3211.0
"1973-01-01 00:00:00","Indonesia","Exports",0.0
"1973-01-01 00:00:00","Indonesia","Imports",0.0
"1973-01-01 00:00:00","Israel","Exports",1449.0
"1973-01-01 00:00:00","Israel","Imports",4240.0
"1973-01-01 00:00:00","Italy","Exports",22226.0
"1973-01-01 00:00:00","Italy","Imports",27798.0
"1973-01-01 00:00:00","Japan","Exports",37017.0
"1973-01-01 00:00:00","Japan","Imports",38389.0
"1973-01-01 00:00:00","Malaysia","Exports",3049.0
"1973-01-01 00:00:00","Malaysia","Imports",2450.0
"1973-01-01 00:00:00","Mexico","Exports",2250.0
"1973-01-01 00:00:00","Mexico","Imports",3814.0
"1973-01-01 00:00:00","Netherlands","Exports",27352.0
"1973-01-01 00:00:00","Netherlands","Imports",28744.0
"1973-01-01 00:00:00","Norway","Exports",4725.0
"1973-01-01 00:00:00","Norway","Imports",6289.0
"1973-01-01 00:00:00","Peru","Exports",1112.0
"1973-01-01 00:00:00","Peru","Imports",1019.0
"1973-01-01 00:00:00","Philippines","Exports",1885.0
"1973-01-01 00:00:00","Philippines","Imports",1800.0
"1973-01-01 00:00:00","Poland","Exports",6432.0
"1973-01-01 00:00:00","Poland","Imports",7814.0
"1973-01-01 00:00:00","Portugal","Exports",1842.0
"1973-01-01 00:00:00","Portugal","Imports",3015.0
"1973-01-01 00:00:00","South_Korea","Exports",3221.0
"1973-01-01 00:00:00","South_Korea","Imports",4240.0
"1973-01-01 00:00:00","Russia","Exports",0.0
"1973-01-01 00:00:00","Russia","Imports",0.0
"1973-01-01 00:00:00","Saudi_Arabia","Exports",8988.0
"1973-01-01 00:00:00","Saudi_Arabia","Imports",1972.0
"1973-01-01 00:00:00","South_Africa","Exports",6064.0
"1973-01-01 00:00:00","South_Africa","Imports",5163.0
"1973-01-01 00:00:00","Spain","Exports",5198.0
"1973-01-01 00:00:00","Spain","Imports",9667.0
"1973-01-01 00:00:00","Sweden","Exports",12201.0
"1973-01-01 00:00:00","Sweden","Imports",10907.0
"1973-01-01 00:00:00","Switzerland","Exports",9528.0
"1973-01-01 00:00:00","Switzerland","Imports",11626.0
"1973-01-01 00:00:00","Thailand","Exports",1564.0
"1973-01-01 00:00:00","Thailand","Imports",2049.0
"1973-01-01 00:00:00","Tunisia","Exports",422.0
"1973-01-01 00:00:00","Tunisia","Imports",682.0
"1973-01-01 00:00:00","Turkiye","Exports",1317.0
"1973-01-01 00:00:00","Turkiye","Imports",2086.0
"1973-01-01 00:00:00","Ukraine","Exports",0.0
"1973-01-01 00:00:00","Ukraine","Imports",0.0
"1973-01-01 00:00:00","United_Kingdom","Exports",29637.0
"1973-01-01 00:00:00","United_Kingdom","Imports",38528.0
"1973-01-01 00:00:00","United_States","Exports",70823.0
"1973-01-01 00:00:00","United_States","Imports",73572.0
"1973-01-01 00:00:00","Venezuela","Exports",4891.0
"1973-01-01 00:00:00","Venezuela","Imports",2812.0
"1973-01-01 00:00:00","Viet_Nam","Exports",0.0
"1973-01-01 00:00:00","Viet_Nam","Imports",0.0
"1974-01-01 00:00:00","Argentina","Exports",3931.0
"1974-01-01 00:00:00","Argentina","Imports",3657.0
"1974-01-01 00:00:00","Australia","Exports",11016.0
"1974-01-01 00:00:00","Australia","Imports",11982.0
"1974-01-01 00:00:00","Belgium","Exports",28334.0
"1974-01-01 00:00:00","Belgium","Imports",29880.0
"1974-01-01 00:00:00","Brazil","Exports",7951.0
"1974-01-01 00:00:00","Brazil","Imports",14168.0
"1974-01-01 00:00:00","Canada","Exports",34508.0
"1974-01-01 00:00:00","Canada","Imports",34248.0
"1974-01-01 00:00:00","Chile","Exports",2481.0
"1974-01-01 00:00:00","Chile","Imports",2148.0
"1974-01-01 00:00:00","China","Exports",7108.0
"1974-01-01 00:00:00","China","Imports",7791.0
"1974-01-01 00:00:00","Hong_Kong","Exports",5968.0
"1974-01-01 00:00:00","Hong_Kong","Imports",6778.0
"1974-01-01 00:00:00","Taiwan","Exports",5518.0
"1974-01-01 00:00:00","Taiwan","Imports",6983.0
"1974-01-01 00:00:00","Colombia","Exports",1509.0
"1974-01-01 00:00:00","Colombia","Imports",1597.0
"1974-01-01 00:00:00","Denmark","Exports",7719.0
"1974-01-01 00:00:00","Denmark","Imports",9927.0
"1974-01-01 00:00:00","Egypt","Exports",1516.0
"1974-01-01 00:00:00","Egypt","Imports",2351.0
"1974-01-01 00:00:00","Finland","Exports",5490.0
"1974-01-01 00:00:00","Finland","Imports",6813.0
"1974-01-01 00:00:00","France","Exports",46460.0
"1974-01-01 00:00:00","France","Imports",53833.0
"1974-01-01 00:00:00","Germany","Exports",0.0
"1974-01-01 00:00:00","Germany","Imports",0.0
"1974-01-01 00:00:00","Hungary","Exports",3942.0
"1974-01-01 00:00:00","Hungary","Imports",4453.0
"1974-01-01 00:00:00","India","Exports",3926.0
"1974-01-01 00:00:00","India","Imports",5136.0
"1974-01-01 00:00:00","Indonesia","Exports",0.0
"1974-01-01 00:00:00","Indonesia","Imports",0.0
"1974-01-01 00:00:00","Israel","Exports",1825.0
"1974-01-01 00:00:00","Israel","Imports",5437.0
"1974-01-01 00:00:00","Italy","Exports",30465.0
"1974-01-01 00:00:00","Italy","Imports",41089.0
